,key,sum(summ),sum(count),total
15139,Puffed Snacks,207.0,54,3.8333333333333335
15140,Drawers,46.0,12,3.8333333333333335
15141,Operating Systems Theory,46.0,12,3.8333333333333335
15142,Cane Holders,736.0,192,3.8333333333333335
15143,Punch Ladles,138.0,36,3.8333333333333335
15144,Roulette Layouts,23.0,6,3.8333333333333335
15145,ATV Wheel & Tire Assemblies,115.0,30,3.8333333333333335
15146,Drum & Pail Openers & Closers,23.0,6,3.8333333333333335
15147,Digital Picture Frame Screen Protector Foils,69.0,18,3.8333333333333335
15148,Idle Speed Control,23.0,6,3.8333333333333335
15149,Thank You Cards,23.0,6,3.8333333333333335
15150,Photo Coloring,23.0,6,3.8333333333333335
15151,Norwegian,46.0,12,3.8333333333333335
15152,Pet Leashes,69.0,18,3.8333333333333335
15153,Hockey Sticks,69.0,18,3.8333333333333335
15154,File & Print Servers,69.0,18,3.8333333333333335
15155,Rice Dishes,23.0,6,3.8333333333333335
15156,King Pin Sets,46.0,12,3.8333333333333335
15157,Teething Relief,23.0,6,3.8333333333333335
15158,Power Window Kits,23.0,6,3.8333333333333335
15159,Worm Gears,23.0,6,3.8333333333333335
15160,Paper Cups & Plates,69.0,18,3.8333333333333335
15161,Cash Trays,92.0,24,3.8333333333333335
15162,Small Appliance Sets,10783.0,2813,3.833274084607181
15163,Correction Tape,3212.0,838,3.8329355608591884
15164,Tripod Mount Rings,1606.0,419,3.8329355608591884
15165,Coffee Makers,413285.0,107826,3.8328881716840093
15166,Lip Stains,8662.0,2260,3.8327433628318586
15167,Hagen,19496.0,5087,3.8325142520149402
15168,Dyes,5377.0,1403,3.8325017818959375
15169,Belt Sanders,4135.0,1079,3.8322520852641335
15170,Sprayers,33948.0,8859,3.832035218421944
15171,Chair Mats,5196.0,1356,3.831858407079646
15172,Turn Signal Bulbs,866.0,226,3.831858407079646
15173,"Track, Rail & Cable Lighting",7813.0,2039,3.8317802844531634
15174,Piano,1958.0,511,3.831702544031311
15175,Air Mattresses,70946.0,18516,3.831605098293368
15176,USB Network Adapters,227319.0,59329,3.831498929697113
15177,Sports & Handheld GPS,128369.0,33505,3.8313386061781824
15178,One-Piece Toilets,3103.0,810,3.830864197530864
15179,Cash Boxes,4325.0,1129,3.8308237378210808
15180,Game Programming,996.0,260,3.830769230769231
15181,Arms Control,249.0,65,3.830769230769231
15182,Internal Modems,6267.0,1636,3.8306845965770173
15183,U-Locks,12373.0,3230,3.8306501547987617
15184,Temperature Controllers,701.0,183,3.830601092896175
15185,Ciders,226.0,59,3.830508474576271
15186,Screen Printing,2214.0,578,3.830449826989619
15187,Headlight Bulbs & Assemblies,2348.0,613,3.830342577487765
15188,Travel Games,5328.0,1391,3.8303378864126527
15189,Generic Surplus,406.0,106,3.830188679245283
15190,Museum Studies & Museology,203.0,53,3.830188679245283
15191,Hair Cutting Kits,10391.0,2713,3.83007740508662
15192,ALL BLACK,2340.0,611,3.8297872340425534
15193,Game Theory,1080.0,282,3.8297872340425534
15194,Hand Wraps,5691.0,1486,3.8297442799461643
15195,Outdoor Lighting,180442.0,47117,3.829658085192181
15196,Gola,674.0,176,3.8295454545454546
15197,Folding Doors,674.0,176,3.8295454545454546
15198,Music Notation,3638.0,950,3.829473684210526
15199,Liliana,2424.0,633,3.829383886255924
15200,Automatic Feeders,29107.0,7601,3.8293645572950927
15201,MLB,157.0,41,3.8292682926829267
15202,Slumber Bags,3722.0,972,3.8292181069958846
15203,Center Punches,11177.0,2919,3.829051044878383
15204,Vehicle GPS,95247.0,24877,3.828717289062186
15205,Tamburas,134.0,35,3.8285714285714287
15206,Rheumatic Diseases,268.0,70,3.8285714285714287
15207,Computer Recording,66340.0,17328,3.8284856879039704
15208,Power & Electrical,10647.0,2781,3.8284789644012944
15209,Compressed Air Dusters,5042.0,1317,3.8283978739559603
15210,Allrounder by Mephisto,892.0,233,3.828326180257511
15211,Relativity,1715.0,448,3.828125
15212,Business Mathematics,356.0,93,3.827956989247312
15213,Tuscany,444.0,116,3.8275862068965516
15214,Folk & Traditional,555.0,145,3.8275862068965516
15215,Pencil,1309.0,342,3.827485380116959
15216,Cord Reels,8830.0,2307,3.8274815778066755
15217,Desk Chairs,41549.0,10856,3.8272844509948416
15218,Internal Batteries,411737.0,107580,3.827263431864659
15219,Front-End Covers,2082.0,544,3.827205882352941
15220,Bondage Gear & Accessories,12071.0,3154,3.8272035510462903
15221,Unlisted,4604.0,1203,3.827098919368246
15222,Humidifier Parts & Accessories,30352.0,7931,3.8270079435127977
15223,Air Flow Meters,199.0,52,3.826923076923077
15224,Family Planning Tests,33678.0,8801,3.8266106124304056
15225,Databases,4986.0,1303,3.8265541059094397
15226,Business & Investing,13890.0,3630,3.8264462809917354
15227,Manual Hoists,551.0,144,3.826388888888889
15228,PCs,880.0,230,3.8260869565217392
15229,Waste Management,88.0,23,3.8260869565217392
15230,Gag Toys & Practical Jokes,31079.0,8123,3.8260494891050105
15231,Michael Antonio,17500.0,4574,3.825972890249235
15232,Archaeology & Paleontology,4067.0,1063,3.825964252116651
15233,Flea Drops,84018.0,21960,3.8259562841530053
15234,Utensils & Holders,857.0,224,3.825892857142857
15235,Hebrew,811.0,212,3.8254716981132075
15236,Plain Gold Jewelry,21028.0,5497,3.8253592868837547
15237,Pool Brushes,2643.0,691,3.824891461649783
15238,Countertop Blenders,131052.0,34263,3.824883985640487
15239,Shooting,8862.0,2317,3.824773413897281
15240,Men's Gold Chains,218.0,57,3.824561403508772
15241,Whole House Humidifiers,1916.0,501,3.8243512974051894
15242,Headers,2895.0,757,3.8243064729194187
15243,Craps Equipment,348.0,91,3.8241758241758244
15244,Hair Regrowth Treatments,48587.0,12706,3.8239414449866205
15245,Wing Corkscrews,1411.0,369,3.823848238482385
15246,Coffee Machine Replacement Parts,16327.0,4270,3.823653395784543
15247,Enema Products,130.0,34,3.823529411764706
15248,Website Analytics,65.0,17,3.823529411764706
15249,Helicopter Kits,692.0,181,3.8232044198895028
15250,Standup Paddles,562.0,147,3.82312925170068
15251,Mobile File Cabinets,2764.0,723,3.822959889349931
15252,Ideas & Commentary,669.0,175,3.822857142857143
15253,Cooking,44367.0,11606,3.8227640875409272
15254,Holsters & Clips,137452.0,35957,3.82267708652001
15255,Docking Stations,89610.0,23442,3.822626055797287
15256,Oboes,237.0,62,3.8225806451612905
15257,Sights,8268.0,2163,3.82246879334258
15258,Decorative Arts & Design,4866.0,1273,3.8224666142969363
15259,Federal Government,14143.0,3700,3.8224324324324326
15260,Vegetable,409.0,107,3.822429906542056
15261,Racks & Displays,409.0,107,3.822429906542056
15262,Theory of Computing,172.0,45,3.8222222222222224
15263,Bench Grinders,3910.0,1023,3.822091886608016
15264,File Cabinets,9096.0,2380,3.8218487394957985
15265,Chemical Technology,107.0,28,3.8214285714285716
15266,Short,107.0,28,3.8214285714285716
15267,Bull Run,107.0,28,3.8214285714285716
15268,PBX Phones & Systems,791.0,207,3.821256038647343
15269,Kena Kai,726.0,190,3.8210526315789473
15270,Fabric & Textile Paints,2197.0,575,3.820869565217391
15271,Hosiery,50482.0,13213,3.8206311965488533
15272,Expanding Wallets,6621.0,1733,3.820542412002308
15273,Fan Paintbrushes,149.0,39,3.8205128205128207
15274,Buttons & Snaps,9257.0,2423,3.8204704911267022
15275,Big Button & Amplified Telephones,8611.0,2254,3.8203194321206744
15276,Portable Audio & Video,2162264.0,565993,3.8203016645082184
15277,Biking Gloves,14326.0,3750,3.8202666666666665
15278,In-Visor Video,191.0,50,3.82
15279,Synthesizers,191.0,50,3.82
15280,Penny Loves Kenny,1948.0,510,3.819607843137255
15281,Bustiers & Corsets,47378.0,12404,3.8195743308610126
15282,Notepad Holders,275.0,72,3.8194444444444446
15283,Universal Fit,58250.0,15251,3.8194216772670644
15284,Decorating,15835.0,4146,3.819343945972021
15285,Accessory Kits,626628.0,164080,3.819039492930278
15286,Artists,20042.0,5248,3.8189786585365852
15287,MP3 Players & Accessories,1816548.0,475683,3.8188205170249936
15288,Hospice Care,611.0,160,3.81875
15289,Birdbaths,8405.0,2201,3.818718764198092
15290,True Crime,83796.0,21945,3.818455228981545
15291,Chimes,7083.0,1855,3.8183288409703504
15292,Foot Supports,16487.0,4318,3.818202871699861
15293,Carbonless Copy Paper,630.0,165,3.8181818181818183
15294,Arch Punches,42.0,11,3.8181818181818183
15295,Celebrities,42.0,11,3.8181818181818183
15296,Pickle & Olive Forks,378.0,99,3.8181818181818183
15297,Folklore & Mythology,4872.0,1276,3.8181818181818183
15298,Muira Puama,84.0,22,3.8181818181818183
15299,Eileen Shields,42.0,11,3.8181818181818183
15300,Cat-Back Systems,882.0,231,3.8181818181818183
15301,Crossbow Bolts,840.0,220,3.8181818181818183
15302,Power Window Kit,336.0,88,3.8181818181818183
15303,Spermicides,462.0,121,3.8181818181818183
15304,Wilmington,42.0,11,3.8181818181818183
15305,Agatha Ruiz de la Prada,84.0,22,3.8181818181818183
15306,Hydraulic Winches,42.0,11,3.8181818181818183
15307,Rearsets,42.0,11,3.8181818181818183
15308,Languages & Tools,8896.0,2330,3.818025751072961
15309,Hypoallergenic Bed Pillows,54401.0,14249,3.8178819566285354
15310,HD DVD Players,4528.0,1186,3.81787521079258
15311,Lift Chairs,3039.0,796,3.8178391959798996
15312,Plug-In Switches,19352.0,5069,3.8177155257447226
15313,Clay & Dough,20417.0,5348,3.817688855646971
15314,Laptops,308975.0,80937,3.817475320310859
15315,Fajita Pans,481.0,126,3.8174603174603177
15316,Puzzle Play Mats,1149.0,301,3.8172757475083055
15317,Dartboards,4252.0,1114,3.816876122082585
15318,Testosterone Boosters,12275.0,3216,3.816853233830846
15319,Futons,9061.0,2374,3.816764953664701
15320,Pool Vacuum Heads,1145.0,300,3.816666666666667
15321,Apple,3881.0,1017,3.816125860373648
15322,Television,16492.0,4322,3.815826006478482
15323,Direct Drive,145.0,38,3.8157894736842106
15324,C & C++ Windows Programming,931.0,244,3.8155737704918034
15325,Bolts,496.0,130,3.8153846153846156
15326,Point & Shoot Film Cameras,4338.0,1137,3.8153034300791555
15327,Fresh Flowers & Live Indoor Plants,2064.0,541,3.8151571164510165
15328,Stemware,885.0,232,3.814655172413793
15329,Storage Lockers,946.0,248,3.814516129032258
15330,Critical Care,637.0,167,3.81437125748503
15331,Tap Dancing Equipment,1068.0,280,3.8142857142857145
15332,Pool Stain Removers,1251.0,328,3.8140243902439024
15333,Fog Lamp,328.0,86,3.813953488372093
15334,Quesadilla & Tortilla Makers,7414.0,1944,3.8137860082304527
15335,Parallel Cables,3787.0,993,3.813695871097684
15336,Titanium Jewelry,286.0,75,3.8133333333333335
15337,Python,1102.0,289,3.8131487889273354
15338,Video Game Chairs,7039.0,1846,3.8131094257854823
15339,Digital Media Management,2875.0,754,3.812997347480106
15340,Gate Hardware,5933.0,1556,3.812982005141388
15341,Tracksuits,3992.0,1047,3.8127984718242596
15342,Balusters,61.0,16,3.8125
15343,Hard Parts,1037.0,272,3.8125
15344,Window Louvers,305.0,80,3.8125
15345,Drag Links,122.0,32,3.8125
15346,Continuous Grommets,122.0,32,3.8125
15347,Stick Horses,61.0,16,3.8125
15348,Miami,122.0,32,3.8125
15349,Freemasonry,976.0,256,3.8125
15350,Beginner's Guides,183.0,48,3.8125
15351,External Zip Drives,1849.0,485,3.8123711340206183
15352,General & Reference,6313.0,1656,3.8121980676328504
15353,XOXO Watches,21851.0,5732,3.8121074668527566
15354,Emergency Light Fixtures,1033.0,271,3.811808118081181
15355,Caribbean,7261.0,1905,3.8115485564304463
15356,RC Airplanes,11373.0,2984,3.8113270777479893
15357,External Components,120196.0,31537,3.811269302723785
15358,Aquariums,29071.0,7628,3.811090718405873
15359,PDA & Handheld Accessories,45588.0,11962,3.8110683832135095
15360,Cabinet Accessories,625.0,164,3.8109756097560976
15361,Binocular Accessories,2641.0,693,3.810966810966811
15362,Electronic Pets,28989.0,7607,3.810832128302879
15363,Motor Speed Controllers,1128.0,296,3.810810810810811
15364,Behavioral Disorders,282.0,74,3.810810810810811
15365,Dry Erase Boards,21706.0,5696,3.810744382022472
15366,Parking Lights,1227.0,322,3.81055900621118
15367,Donna Karan,442.0,116,3.810344827586207
15368,Dual-channel Amplifiers,6020.0,1580,3.810126582278481
15369,Aquarium Heaters,13880.0,3643,3.810046664836673
15370,Super-Automatic Espresso Machines,9727.0,2553,3.8100274187230707
15371,Pools & Water Fun,118497.0,31102,3.8099479133174716
15372,Bike Locks,30847.0,8097,3.809682598493269
15373,Game Tables,240.0,63,3.8095238095238093
15374,Pharmacy,720.0,189,3.8095238095238093
15375,Bolt Snaps,80.0,21,3.8095238095238093
15376,Weight Watchers,1440.0,378,3.8095238095238093
15377,Windows OS,3550.0,932,3.8090128755364807
15378,Back Braces,8806.0,2312,3.8088235294117645
15379,Water Heaters & Parts,24395.0,6405,3.808743169398907
15380,Pitcher Water Filters,39683.0,10419,3.808714847874076
15381,Repair Tools & Kits,52817.0,13868,3.8085520623017017
15382,Labor & Employment,358.0,94,3.8085106382978724
15383,Wall Controls,2902.0,762,3.8083989501312336
15384,Bamboo Flutes,971.0,255,3.8078431372549018
15385,Jokes & Riddles,37303.0,9797,3.8075941614780033
15386,Macro & Ringlight Flashes,6126.0,1609,3.80733374766936
15387,"Air Dryers, Blowers & Blades",217.0,57,3.807017543859649
15388,Swim Caps,15006.0,3942,3.806697108066971
15389,Comic Books,118.0,31,3.806451612903226
15390,Safer Sex,130163.0,34197,3.806269555808989
15391,Multiroom Digital Music Systems,6109.0,1605,3.8062305295950156
15392,Sais,373.0,98,3.806122448979592
15393,Military Science,2002.0,526,3.806083650190114
15394,Bedpans & Urinals,5686.0,1494,3.8058902275769744
15395,Looping & Remixing,1294.0,340,3.8058823529411763
15396,Nail Fungus Treatments,6169.0,1621,3.8056755089450958
15397,Outdoor Heaters & Accessories,9259.0,2433,3.8055898068228524
15398,Museums,137.0,36,3.8055555555555554
15399,Cooling Pads,83208.0,21866,3.805359919509741
15400,Animation & 3D,8151.0,2142,3.8053221288515404
15401,Groundhog,430.0,113,3.8053097345132745
15402,Novelty & Gag Toys,251458.0,66082,3.8052419720952755
15403,Smoking Cessation,29707.0,7808,3.8046875
15404,Office Electronics,1222394.0,321319,3.8043003992916695
15405,Outdoor Living,5204.0,1368,3.804093567251462
15406,Hairpieces,6379.0,1677,3.8038163387000594
15407,Crosswords,814.0,214,3.803738317757009
15408,Filemaker,407.0,107,3.803738317757009
15409,Microbiology,833.0,219,3.8036529680365296
15410,Supports & Apparatus,445.0,117,3.8034188034188032
15411,Vietnamese,464.0,122,3.80327868852459
15412,Shelf Dividers,502.0,132,3.803030303030303
15413,Thermometers & Timers,147876.0,38884,3.8030038061927787
15414,Productivity,236310.0,62142,3.80274210678768
15415,Door Closers,3114.0,819,3.802197802197802
15416,Bead Looms,711.0,187,3.802139037433155
15417,Triggers,901.0,237,3.80168776371308
15418,Classic Cars,1608.0,423,3.801418439716312
15419,"Bed Frames, Headboards & Footboards",1110.0,292,3.8013698630136985
15420,Live Indoor Plants,1779.0,468,3.801282051282051
15421,Scuba,1186.0,312,3.801282051282051
15422,Rebels,1338.0,352,3.8011363636363638
15423,Bath Rugs,28522.0,7504,3.8009061833688698
15424,True Accounts,58583.0,15413,3.8008823720236165
15425,Natural Disasters,7328.0,1928,3.800829875518672
15426,MIDI Cables,3394.0,893,3.8006718924972005
15427,Screen Protectors,1114867.0,293373,3.80016906804648
15428,Security & Surveillance,112709.0,29659,3.80016183957652
15429,Small Parts Envelopes,19.0,5,3.8
15430,College Sports,19.0,5,3.8
15431,Crete,19.0,5,3.8
15432,Pazzo,285.0,75,3.8
15433,12-Month Financing,342.0,90,3.8
15434,Traveller,38.0,10,3.8
15435,Engine Radiator Cooling Fan Motor,95.0,25,3.8
15436,Instrument Cluster Voltage Regulator,19.0,5,3.8
15437,Clear Coats,380.0,100,3.8
15438,Lentils,38.0,10,3.8
15439,Cylinder Bore Gauges,38.0,10,3.8
15440,Italian Seasoning,38.0,10,3.8
15441,Agogo Bells,76.0,20,3.8
15442,Trigon & Three Arm Knobs,19.0,5,3.8
15443,Fruit Gifts,76.0,20,3.8
15444,Ananas,19.0,5,3.8
15445,Coolant Hole Turning Holders,19.0,5,3.8
15446,Tailgate Window,19.0,5,3.8
15447,Quilting Machine Needles,38.0,10,3.8
15448,Cydwoq,76.0,20,3.8
15449,Ergonomics,19.0,5,3.8
15450,Flavoring Syrups,38.0,10,3.8
15451,Enlarger Accessories,19.0,5,3.8
15452,Ethiopia,19.0,5,3.8
15453,Sampling,19.0,5,3.8
15454,Charge Equipment,190.0,50,3.8
15455,Unisa,342.0,90,3.8
15456,Directory Servers,19.0,5,3.8
15457,Kathryn Kerrigan,57.0,15,3.8
15458,Electricity & Electronics,38.0,10,3.8
15459,Glow Plug Kits,19.0,5,3.8
15460,Shift Knobs,19.0,5,3.8
15461,Pianos & Keyboards,11749.0,3092,3.79980595084088
15462,Cell Phones & Accessories,12590018.0,3313521,3.79958901724178
15463,Landscape Lighting,84571.0,22258,3.7995776799353043
15464,Cash Registers,7230.0,1903,3.7992643194955336
15465,Trouser Pressers,1227.0,323,3.7987616099071206
15466,Royalty,13693.0,3605,3.7983356449375867
15467,RC Cars,4744.0,1249,3.7982385908726983
15468,SIM Cards & Tools,36231.0,9539,3.7981968759828075
15469,Historiography,2119.0,558,3.7974910394265233
15470,Shortboards,281.0,74,3.7972972972972974
15471,Intercooler Parts,824.0,217,3.7972350230414746
15472,Cruises,5973.0,1573,3.797202797202797
15473,Stopwatches,9560.0,2518,3.796664019062748
15474,Espresso Machine & Coffeemaker Combos,15813.0,4165,3.7966386554621847
15475,Leg Machines,3508.0,924,3.7965367965367967
15476,Cut Cards,205.0,54,3.7962962962962963
15477,Gown,801.0,211,3.796208530805687
15478,Retractable Leashes,5056.0,1332,3.795795795795796
15479,Grill Brushes & Accessories,167.0,44,3.7954545454545454
15480,Message Boards & Signs,1002.0,264,3.7954545454545454
15481,Genitourinary & STDs,964.0,254,3.795275590551181
15482,Conversion & Flush Tools,296.0,78,3.7948717948717947
15483,Analytic,148.0,39,3.7948717948717947
15484,Boy Shorts,20663.0,5445,3.79485766758494
15485,Traps,98055.0,25841,3.794551294454549
15486,Tile Cutters,2045.0,539,3.7940630797773656
15487,Towel Sets,27445.0,7234,3.793889964058612
15488,Drafting Chairs,607.0,160,3.79375
15489,Trucks & Vans,846.0,223,3.7937219730941703
15490,Chewing & Anxiety Solutions,3126.0,824,3.7936893203883497
15491,Art Tissue,478.0,126,3.7936507936507935
15492,Teaching Clocks,1176.0,310,3.793548387096774
15493,Carb Blockers,4241.0,1118,3.7933810375670842
15494,Northwest,110.0,29,3.793103448275862
15495,DB2,110.0,29,3.793103448275862
15496,Helmet Liners,330.0,87,3.793103448275862
15497,Sitars,220.0,58,3.793103448275862
15498,Sprinklers,33617.0,8863,3.7929594945278122
15499,"Back, Neck & Shoulder Supports",46004.0,12130,3.7925803792250616
15500,Bar Tables,201.0,53,3.792452830188679
15501,Writing & Literature,1915.0,505,3.792079207920792
15502,Garbage Cans,4387.0,1157,3.7917026793431288
15503,Water Bottles,15709.0,4143,3.7916968380400675
15504,Cuvettes,91.0,24,3.7916666666666665
15505,Double French Horns,91.0,24,3.7916666666666665
15506,Printing Linoleum,91.0,24,3.7916666666666665
15507,Legal Services,182.0,48,3.7916666666666665
15508,Murder & Mayhem,42901.0,11315,3.791515687140963
15509,Horns & Sirens,1327.0,350,3.7914285714285714
15510,Camcorders,136092.0,35898,3.7910747116831023
15511,Aquatic Plants,906.0,239,3.790794979079498
15512,Barcelona,489.0,129,3.7906976744186047
15513,Flood & Security Lights,30295.0,7992,3.790665665665666
15514,"PDAs, Handhelds & Accessories",80388.0,21207,3.7906351676333285
15515,Hammock Accessories,1899.0,501,3.7904191616766467
15516,Brides & Weddings,633.0,167,3.7904191616766467
15517,Bath Toys,32480.0,8569,3.790407282063251
15518,Lumbar Pillows,1338.0,353,3.7903682719546743
15519,Divers' Knives & Shears,2676.0,706,3.7903682719546743
15520,"Health, Mind & Body",14501.0,3826,3.7901202300052272
15521,Vegetable Soups,379.0,100,3.79
15522,Gardening,2001.0,528,3.789772727272727
15523,Surveillance Housing & Mounting Brackets,1531.0,404,3.7896039603960396
15524,Biscuits & Plugs,72.0,19,3.789473684210526
15525,Foosball Tables,2016.0,532,3.789473684210526
15526,Client-Server Systems,864.0,228,3.789473684210526
15527,Lingerie Bags,144.0,38,3.789473684210526
15528,Cash Registers & Supplies,4119.0,1087,3.7893284268629257
15529,Fashion Sweatshirts,845.0,223,3.789237668161435
15530,Managerial & Executive Chairs,15234.0,4021,3.7886097985575726
15531,Individual Photographers,1523.0,402,3.788557213930348
15532,"Photographers, A-Z",1523.0,402,3.788557213930348
15533,Agnosticism,3076.0,812,3.7881773399014778
15534,Intranets & Extranets,125.0,33,3.787878787878788
15535,Watch Winders,21663.0,5720,3.7872377622377624
15536,Tapeet by Vicini,178.0,47,3.7872340425531914
15537,Nursing Covers,462.0,122,3.7868852459016393
15538,Time Clocks & Cards,6112.0,1614,3.7868649318463445
15539,Fender Flares & Trim,1439.0,380,3.786842105263158
15540,Encryption,284.0,75,3.7866666666666666
15541,Southern Africa,568.0,150,3.7866666666666666
15542,Training Clickers,4241.0,1120,3.786607142857143
15543,Drums,9417.0,2487,3.7864897466827503
15544,Cigarette Lighter & Parts,8565.0,2262,3.786472148541114
15545,Conceptual,727.0,192,3.7864583333333335
15546,Phone Charms,48577.0,12830,3.7862042088854246
15547,Criminals,8428.0,2226,3.7861635220125787
15548,Cornhole Sets,4850.0,1281,3.786104605776737
15549,Healthy Snacks & Beverages,5183.0,1369,3.785975164353543
15550,Annotations & Citations,53.0,14,3.7857142857142856
15551,Pearls,106.0,28,3.7857142857142856
15552,Electric Winches,53.0,14,3.7857142857142856
15553,Urinals & Urinal Parts,583.0,154,3.7857142857142856
15554,Coffee Gifts,53.0,14,3.7857142857142856
15555,Rex for Robert Wayne,53.0,14,3.7857142857142856
15556,Remotes,29672.0,7838,3.785659607042613
15557,Java,2983.0,788,3.785532994923858
15558,DVI-HDMI Adapters,32923.0,8698,3.785123016785468
15559,Lovely People,352.0,93,3.78494623655914
15560,Screws,14693.0,3882,3.7849046883049975
15561,Aeronautics & Astronautics,2566.0,678,3.784660766961652
15562,Elementary,632.0,167,3.784431137724551
15563,Personal Groomers,36515.0,9649,3.784329982381594
15564,Camisoles,946.0,250,3.784
15565,Blackboards & Whiteboards,3572.0,944,3.7838983050847457
15566,Desiccators & Accessories,140.0,37,3.7837837837837838
15567,Sheet & Pillowcase Sets,161991.0,42816,3.783422085201794
15568,Database,2951.0,780,3.783333333333333
15569,Grill Thermometers,12670.0,3349,3.783218871304867
15570,Elliptical Trainers,30885.0,8164,3.7830720235178834
15571,Torches,5020.0,1327,3.782969103240392
15572,Weapons & Warfare,4528.0,1197,3.7827903091060984
15573,Disposable Apparel,87.0,23,3.782608695652174
15574,Pet Harnesses,87.0,23,3.782608695652174
15575,Fuel Systems,87.0,23,3.782608695652174
15576,Incan,174.0,46,3.782608695652174
15577,Magnifying Tools,11994.0,3171,3.78240302743614
15578,Women Writers,1562.0,413,3.7820823244552058
15579,Extension Tubes,9750.0,2578,3.78200155159038
15580,Atheism,10786.0,2852,3.781907433380084
15581,Outdoor Ice Machines,242.0,64,3.78125
15582,Mechanic's Length Drill Bits,121.0,32,3.78125
15583,Girl's Jewelry,1138.0,301,3.780730897009967
15584,Gifts for Children,1138.0,301,3.780730897009967
15585,Pedometers,114312.0,30236,3.780658817303876
15586,Diapers,7844.0,2075,3.7802409638554217
15587,Tag Attacher Guns,2132.0,564,3.780141843971631
15588,Digital Media Player Accessories,533.0,141,3.780141843971631
15589,Southpole,18299.0,4841,3.7800041313778143
15590,Cooking Equipment Accessories,189.0,50,3.78
15591,Full Car Covers,20480.0,5418,3.7799926172019194
15592,Data Warehousing,412.0,109,3.779816513761468
15593,Lotion Dispensers,5696.0,1507,3.7796947577969475
15594,Safety Shoes,223.0,59,3.7796610169491527
15595,Transfer Punches,223.0,59,3.7796610169491527
15596,Lesson Planning,257.0,68,3.7794117647058822
15597,Gamepads,74004.0,19581,3.779377968438793
15598,Oceania,548.0,145,3.779310344827586
15599,Boxes,1644.0,435,3.779310344827586
15600,Detox & Cleanse,14138.0,3741,3.7792034215450414
15601,Personal Radios,17047.0,4511,3.77898470405675
15602,Outdoor Heaters,8117.0,2148,3.7788640595903167
15603,Korean War,1179.0,312,3.7788461538461537
15604,Waist Cinchers,31684.0,8385,3.7786523553965417
15605,Moisturizing Gloves,3975.0,1052,3.7785171102661597
15606,KVM Switches,33662.0,8909,3.7784263104725557
15607,SCSI Port Cards,5316.0,1407,3.7782515991471217
15608,Body Fat Monitors,18558.0,4912,3.7780944625407167
15609,Woodcut Prints,34.0,9,3.7777777777777777
15610,Calligraphy Pens,34.0,9,3.7777777777777777
15611,Data Mining,408.0,108,3.7777777777777777
15612,Rhine,34.0,9,3.7777777777777777
15613,School Supply Storage Boxes,1734.0,459,3.7777777777777777
15614,Equipment Carts,68.0,18,3.7777777777777777
15615,Line Striping Machines,34.0,9,3.7777777777777777
15616,Hand & Footprint Makers,170.0,45,3.7777777777777777
15617,Hand Grips,797.0,211,3.7772511848341233
15618,Endocrinology & Metabolism,2338.0,619,3.777059773828756
15619,Wind-up Toys,6862.0,1817,3.7765547605943866
15620,Construction,676.0,179,3.776536312849162
15621,Ball Returns & Guard Nets,642.0,170,3.776470588235294
15622,Bike Mirrors,12876.0,3410,3.7759530791788856
15623,Roll Bars & Roll Cages,589.0,156,3.7756410256410255
15624,More Accessories,155464.0,41176,3.775597435399262
15625,North Africa,370.0,98,3.7755102040816326
15626,Human Vision & Language Systems,185.0,49,3.7755102040816326
15627,Oil Sprayers & Dispensers,25269.0,6693,3.775437023756163
15628,Yohimbe,1967.0,521,3.775431861804223
15629,Trees,20402.0,5404,3.7753515914137674
15630,Hot Water Dispensers,3998.0,1059,3.7752596789423984
15631,Telecommunications,3975.0,1053,3.774928774928775
15632,Harlequin Kiss,1023.0,271,3.774907749077491
15633,Toaster Oven Cookware,653.0,173,3.7745664739884393
15634,Safety Products,2038.0,540,3.774074074074074
15635,Headsets & Microphones,250072.0,66263,3.7739311531322155
15636,Driver's Education,883.0,234,3.7735042735042734
15637,User Experience & Usability,449.0,119,3.773109243697479
15638,Web Services,698.0,185,3.772972972972973
15639,Celebrities & Gossip,2841.0,753,3.7729083665338647
15640,Chargers,1144661.0,303391,3.772890428522929
15641,Perky-Pet,35672.0,9455,3.772818614489688
15642,Benchtop Centrifuges,83.0,22,3.772727272727273
15643,I Ching,249.0,66,3.772727272727273
15644,Travel Irons,4033.0,1069,3.772684752104771
15645,Relaxants,44657.0,11837,3.7726619920587985
15646,RC Automobiles,15907.0,4217,3.7721128764524545
15647,3D Printer Parts & Accessories,1026.0,272,3.7720588235294117
15648,Heat Mats,943.0,250,3.772
15649,Anal Sex Toys,10916.0,2894,3.77194194885971
15650,Handheld Showerheads,26689.0,7076,3.7717637083097797
15651,Wireless Access Points,83954.0,22259,3.7716878565973313
15652,RC Helicopters,90934.0,24111,3.771473601260835
15653,"Green Patio, Lawn & Garden",181.0,48,3.7708333333333335
15654,Object-Oriented Design,773.0,205,3.770731707317073
15655,Terrarium Heat Lamps & Mats,4883.0,1295,3.7706563706563707
15656,Mathematical Physics,886.0,235,3.7702127659574467
15657,Hanging Chains & Rods,1821.0,483,3.770186335403727
15658,Fender Trim,1033.0,274,3.77007299270073
15659,Hair Rollers,35777.0,9490,3.769968387776607
15660,Geology & Earth Sciences,13590.0,3605,3.769764216366158
15661,Game & Trail Cameras,28166.0,7472,3.769539614561028
15662,Computer Cable Adapters,144413.0,38312,3.7693934015452077
